TripID,OrderID,DriverID,DeliveryDate,Status
2141,2141,16,2025-03-30,Delivered
2142,2142,27,2025-01-26,Pending
2143,2143,44,2024-10-18,Delivered
2144,2144,14,2025-07-10,Delivered
2145,2145,25,2025-01-07,Cancelled
2146,2146,46,2025-05-28,Delivered
2147,2147,34,2025-02-15,Cancelled
2148,2148,9,2025-01-02,Pending
2149,2149,42,2025-06-28,Cancelled
2150,2150,19,2024-08-21,Pending
2151,2151,30,2024-11-15,Pending
2152,2152,25,2024-12-11,Pending
2153,2153,47,2024-09-15,Delivered
2154,2154,47,2024-12-14,Cancelled
2155,2155,37,2024-12-29,Cancelled
2156,2156,24,2024-11-28,Delivered
2157,2157,9,2025-01-25,Pending
2158,2158,19,2025-05-08,Delivered
2159,2159,38,2024-12-18,Pending
2160,2160,17,2025-04-11,Delivered
2161,2161,13,2025-06-14,Pending
2162,2162,1,2025-06-15,Pending
2163,2163,24,2024-10-28,Cancelled
2164,2164,43,2025-01-28,Delivered
2165,2165,44,2024-11-09,Delivered
2166,2166,18,2025-01-10,Cancelled
2167,2167,49,2025-07-03,Pending
2168,2168,45,2025-02-28,Cancelled
2169,2169,40,2025-04-12,Delivered
2170,2170,10,2025-04-13,Pending
2171,2171,17,2024-09-12,Delivered
2172,2172,13,2025-05-04,Pending
2173,2173,16,2025-02-22,Delivered
2174,2174,15,2025-05-03,Delivered
2175,2175,23,2024-09-12,Delivered
2176,2176,8,2025-03-01,Cancelled
2177,2177,47,2025-04-04,Delivered
2178,2178,18,2025-07-28,Delivered
2179,2179,47,2025-05-08,Delivered
2180,2180,21,2024-09-08,Cancelled
2181,2181,38,2024-08-16,Pending
2182,2182,9,2025-06-12,Pending
2183,2183,22,2024-08-28,Delivered
2184,2184,35,2025-04-05,Pending
2185,2185,30,2025-01-27,Pending
2186,2186,11,2025-05-05,Delivered
2187,2187,23,2025-08-09,Delivered
2188,2188,27,2025-03-05,Pending
2189,2189,18,2025-07-04,Pending
2190,2190,38,2025-07-17,Delivered
2191,2191,42,2024-10-09,Delivered
2192,2192,28,2024-08-22,Pending
2193,2193,30,2025-05-09,Delivered
2194,2194,8,2025-06-06,Delivered
2195,2195,33,2025-06-16,Pending
2196,2196,44,2024-10-18,Pending
2197,2197,31,2025-06-20,Cancelled
2198,2198,25,2024-12-06,Pending
2199,2199,8,2025-06-29,Cancelled
2200,2200,35,2025-07-11,Cancelled
2201,2201,49,2025-03-24,Cancelled
2202,2202,43,2024-12-03,Cancelled
2203,2203,19,2024-09-26,Cancelled
2204,2204,37,2025-07-05,Cancelled
2205,2205,19,2024-10-23,Cancelled
2206,2206,39,2025-02-11,Cancelled
2207,2207,2,2025-03-20,Delivered
2208,2208,40,2025-07-03,Pending
2209,2209,14,2024-10-14,Pending
2210,2210,8,2025-08-11,Pending
2211,2211,34,2024-12-30,Pending
2212,2212,3,2024-10-16,Cancelled
2213,2213,50,2024-12-28,Cancelled
2214,2214,40,2025-02-06,Pending
2215,2215,49,2025-06-24,Cancelled
2216,2216,30,2024-09-25,Pending
2217,2217,14,2024-12-30,Delivered
2218,2218,32,2025-02-09,Cancelled
2219,2219,22,2024-10-02,Delivered
2220,2220,37,2025-03-12,Cancelled
2221,2221,36,2025-06-06,Delivered
2222,2222,23,2024-10-18,Pending
2223,2223,49,2025-06-06,Pending
2224,2224,47,2025-05-06,Delivered
2225,2225,19,2024-11-18,Pending
2226,2226,30,2024-10-04,Cancelled
2227,2227,25,2025-02-06,Cancelled
2228,2228,25,2025-05-22,Cancelled
2229,2229,41,2025-07-13,Delivered
2230,2230,9,2025-03-26,Delivered
2231,2231,29,2024-10-21,Pending
2232,2232,37,2025-02-15,Delivered
2233,2233,29,2024-10-14,Cancelled
2234,2234,38,2025-02-03,Pending
2235,2235,33,2025-05-10,Pending
2236,2236,32,2025-06-26,Pending
2237,2237,29,2025-05-14,Pending
2238,2238,4,2024-11-30,Pending
2239,2239,6,2025-01-19,Delivered
2240,2240,26,2025-06-27,Delivered
2241,2241,11,2025-01-18,Pending
2242,2242,27,2025-03-21,Cancelled
2243,2243,6,2025-07-09,Delivered
2244,2244,33,2024-10-13,Cancelled
2245,2245,21,2025-01-31,Delivered
2246,2246,19,2024-09-09,Cancelled
2247,2247,10,2024-12-07,Cancelled
2248,2248,11,2024-09-28,Cancelled
2249,2249,36,2024-09-23,Pending
2250,2250,21,2025-04-24,Delivered
2251,2251,16,2025-07-20,Delivered
2252,2252,24,2025-05-12,Cancelled
2253,2253,45,2024-08-29,Delivered
2254,2254,16,2025-05-06,Pending
2255,2255,26,2025-02-11,Delivered
2256,2256,3,2025-02-13,Cancelled
2257,2257,24,2024-12-29,Cancelled
2258,2258,47,2024-08-18,Cancelled
2259,2259,6,2024-11-17,Cancelled
2260,2260,50,2025-02-21,Cancelled
2261,2261,22,2025-06-12,Cancelled
2262,2262,31,2025-02-22,Cancelled
2263,2263,42,2025-05-03,Pending
2264,2264,50,2024-08-30,Pending
2265,2265,43,2025-07-18,Cancelled
2266,2266,22,2025-04-24,Delivered
2267,2267,30,2025-04-08,Cancelled
2268,2268,29,2025-08-14,Delivered
2269,2269,14,2024-12-10,Pending
2270,2270,43,2024-12-18,Delivered
2271,2271,27,2025-05-17,Cancelled
2272,2272,34,2024-08-20,Delivered
2273,2273,36,2025-07-30,Cancelled
2274,2274,33,2024-10-26,Pending
2275,2275,2,2024-09-30,Pending
2276,2276,18,2024-09-14,Pending
2277,2277,42,2024-08-30,Cancelled
2278,2278,13,2025-02-24,Delivered
2279,2279,38,2024-09-25,Cancelled
2280,2280,50,2024-12-31,Cancelled
2281,2281,16,2024-12-23,Cancelled
2282,2282,4,2025-03-26,Cancelled
2283,2283,20,2025-06-11,Cancelled
2284,2284,44,2024-08-17,Delivered
2285,2285,32,2025-05-16,Delivered
2286,2286,31,2024-11-10,Cancelled
2287,2287,50,2024-09-08,Delivered
2288,2288,26,2024-12-17,Delivered
2289,2289,15,2025-03-06,Cancelled
2290,2290,24,2024-11-17,Delivered
2291,2291,19,2024-08-20,Pending
2292,2292,34,2025-01-11,Pending
2293,2293,6,2025-04-08,Pending
2294,2294,46,2025-05-09,Cancelled
2295,2295,44,2025-06-05,Delivered
2296,2296,13,2025-03-15,Cancelled
2297,2297,8,2025-01-03,Cancelled
2298,2298,34,2024-11-11,Pending
2299,2299,28,2025-01-19,Cancelled
2300,2300,40,2025-07-20,Cancelled
2301,2301,46,2025-02-02,Pending
2302,2302,36,2025-03-05,Cancelled
2303,2303,32,2024-09-21,Delivered
2304,2304,12,2025-03-28,Delivered
2305,2305,42,2025-08-14,Delivered
2306,2306,11,2025-04-13,Cancelled
2307,2307,28,2025-04-08,Pending
2308,2308,43,2024-10-19,Cancelled
2309,2309,40,2025-06-09,Cancelled
2310,2310,2,2024-08-14,Pending
2311,2311,19,2024-09-19,Cancelled
2312,2312,33,2025-03-03,Delivered
2313,2313,28,2024-11-25,Cancelled
2314,2314,35,2025-01-04,Cancelled
2315,2315,6,2024-09-12,Delivered
2316,2316,39,2024-12-11,Delivered
2317,2317,8,2025-08-13,Pending
2318,2318,48,2024-11-24,Cancelled
2319,2319,33,2025-02-20,Cancelled
2320,2320,21,2025-08-07,Cancelled
2321,2321,17,2024-12-01,Cancelled
2322,2322,5,2025-07-05,Delivered
2323,2323,8,2025-08-07,Cancelled
2324,2324,1,2024-12-07,Delivered
2325,2325,3,2024-12-20,Delivered
2326,2326,9,2025-06-05,Cancelled
2327,2327,49,2025-04-23,Cancelled
2328,2328,5,2025-03-17,Cancelled
2329,2329,20,2024-09-27,Pending
2330,2330,4,2025-01-27,Cancelled
2331,2331,31,2024-11-18,Cancelled
2332,2332,20,2024-10-23,Delivered
2333,2333,19,2024-12-19,Pending
2334,2334,43,2024-09-05,Cancelled
2335,2335,7,2024-12-27,Delivered
2336,2336,38,2025-02-27,Cancelled
2337,2337,3,2025-06-16,Pending
2338,2338,6,2024-12-18,Pending
2339,2339,48,2024-08-25,Delivered
2340,2340,10,2025-05-02,Cancelled
2341,2341,1,2025-06-25,Pending
2342,2342,33,2025-01-13,Cancelled
2343,2343,26,2025-05-10,Pending
2344,2344,13,2025-03-22,Delivered
2345,2345,28,2025-04-24,Pending
2346,2346,9,2024-12-06,Cancelled
2347,2347,36,2024-10-19,Cancelled
2348,2348,20,2024-12-08,Pending
2349,2349,38,2025-07-07,Delivered
2350,2350,34,2025-02-20,Delivered
2351,2351,38,2024-08-21,Delivered
2352,2352,43,2025-07-29,Pending
2353,2353,15,2024-08-16,Delivered
2354,2354,5,2024-12-03,Pending
2355,2355,8,2025-07-29,Delivered
2356,2356,8,2025-07-14,Cancelled
2357,2357,20,2024-09-11,Delivered
2358,2358,42,2025-07-03,Delivered
2359,2359,34,2025-02-03,Cancelled
2360,2360,15,2025-07-14,Cancelled
2361,2361,43,2024-09-11,Cancelled
2362,2362,45,2024-12-14,Cancelled
2363,2363,39,2024-08-20,Delivered
2364,2364,25,2024-10-17,Cancelled
2365,2365,35,2024-11-15,Delivered
2366,2366,35,2024-09-04,Delivered
2367,2367,47,2025-01-23,Cancelled
2368,2368,48,2025-07-31,Cancelled
2369,2369,41,2024-12-01,Delivered
2370,2370,9,2025-07-20,Pending
2371,2371,7,2025-03-01,Delivered
2372,2372,32,2025-08-05,Cancelled
2373,2373,48,2025-03-08,Delivered
2374,2374,7,2025-03-04,Delivered
2375,2375,22,2025-03-19,Cancelled
2376,2376,30,2025-01-06,Cancelled
2377,2377,33,2025-02-22,Delivered
2378,2378,42,2025-05-28,Cancelled
2379,2379,47,2025-07-20,Pending
2380,2380,22,2025-07-27,Delivered
2381,2381,19,2025-03-12,Cancelled
2382,2382,40,2025-04-22,Delivered
2383,2383,48,2025-06-01,Pending
2384,2384,33,2025-03-12,Cancelled
2385,2385,39,2025-02-15,Pending
2386,2386,22,2024-10-23,Cancelled
2387,2387,47,2025-01-16,Pending
2388,2388,30,2025-07-16,Cancelled
2389,2389,1,2024-08-30,Pending
2390,2390,32,2024-11-20,Delivered
2391,2391,39,2024-11-22,Pending
2392,2392,36,2024-10-09,Pending
2393,2393,37,2024-11-24,Pending
2394,2394,24,2025-04-28,Pending
2395,2395,28,2025-01-29,Cancelled
2396,2396,24,2024-08-27,Delivered
2397,2397,35,2025-01-20,Cancelled
2398,2398,21,2025-01-29,Cancelled
2399,2399,37,2025-05-17,Cancelled
2400,2400,49,2024-09-10,Cancelled
2401,2401,20,2025-06-29,Delivered
2402,2402,32,2025-02-20,Cancelled
2403,2403,7,2025-05-27,Delivered
2404,2404,31,2024-12-24,Delivered
2405,2405,27,2024-12-07,Cancelled
2406,2406,50,2025-03-16,Cancelled
2407,2407,37,2024-12-19,Delivered
2408,2408,8,2024-11-22,Cancelled
2409,2409,42,2025-02-02,Pending
2410,2410,33,2024-10-02,Cancelled
2411,2411,43,2024-10-04,Cancelled
2412,2412,21,2024-09-29,Pending
2413,2413,27,2024-11-06,Delivered
2414,2414,31,2024-08-23,Cancelled
2415,2415,34,2024-11-05,Cancelled
2416,2416,50,2025-03-03,Pending
2417,2417,49,2024-09-28,Delivered
2418,2418,38,2025-02-26,Delivered
2419,2419,14,2024-10-12,Pending
2420,2420,19,2025-01-03,Cancelled
2421,2421,48,2025-02-23,Delivered
2422,2422,43,2025-06-13,Pending
2423,2423,48,2025-03-17,Cancelled
2424,2424,10,2024-11-14,Delivered
2425,2425,8,2024-08-21,Delivered
2426,2426,26,2024-12-13,Pending
2427,2427,15,2025-04-02,Pending
2428,2428,8,2025-07-22,Delivered
2429,2429,25,2024-10-09,Delivered
2430,2430,28,2025-02-22,Delivered
2431,2431,50,2024-12-15,Pending
2432,2432,27,2024-10-25,Pending
2433,2433,25,2025-04-22,Delivered
2434,2434,6,2025-07-01,Cancelled
2435,2435,29,2025-08-04,Pending
2436,2436,31,2024-09-17,Delivered
2437,2437,29,2025-06-07,Delivered
2438,2438,1,2025-01-20,Delivered
2439,2439,27,2024-09-28,Delivered
2440,2440,10,2025-08-03,Pending
2441,2441,9,2025-02-22,Pending
2442,2442,23,2024-09-14,Pending
2443,2443,7,2024-09-21,Delivered
2444,2444,42,2024-11-18,Cancelled
2445,2445,33,2024-10-08,Pending
2446,2446,11,2024-11-05,Pending
2447,2447,39,2025-07-24,Pending
2448,2448,5,2025-03-11,Pending
2449,2449,12,2024-11-30,Cancelled
2450,2450,1,2025-01-29,Pending
2451,2451,47,2025-02-12,Delivered
2452,2452,27,2025-06-28,Pending
2453,2453,33,2025-02-18,Cancelled
2454,2454,15,2025-04-13,Pending
2455,2455,5,2024-10-19,Cancelled
2456,2456,31,2025-05-21,Pending
2457,2457,6,2024-10-05,Pending
2458,2458,7,2025-04-12,Pending
2459,2459,20,2025-06-30,Cancelled
2460,2460,24,2025-01-29,Pending
2461,2461,37,2025-07-16,Pending
2462,2462,26,2025-03-31,Cancelled
2463,2463,43,2025-01-16,Delivered
2464,2464,35,2024-08-15,Cancelled
2465,2465,28,2025-05-24,Pending
2466,2466,19,2025-01-11,Pending
2467,2467,7,2025-07-29,Cancelled
2468,2468,28,2024-10-07,Pending
2469,2469,31,2025-05-09,Cancelled
2470,2470,15,2025-02-13,Cancelled
2471,2471,40,2025-05-11,Delivered
2472,2472,36,2024-09-28,Pending
2473,2473,16,2025-08-10,Cancelled
2474,2474,21,2025-01-26,Pending
2475,2475,7,2024-12-19,Cancelled
2476,2476,14,2025-02-21,Cancelled
2477,2477,48,2024-12-23,Pending
2478,2478,45,2024-10-22,Delivered
2479,2479,4,2025-01-24,Cancelled
2480,2480,26,2025-03-27,Cancelled
2481,2481,6,2025-06-29,Pending
2482,2482,14,2024-12-04,Pending
2483,2483,20,2025-01-07,Pending
2484,2484,22,2024-12-17,Pending
2485,2485,19,2025-07-26,Pending
2486,2486,19,2024-12-23,Cancelled
2487,2487,43,2025-03-01,Cancelled
2488,2488,22,2025-06-30,Cancelled
2489,2489,10,2025-01-09,Delivered
2490,2490,34,2025-04-14,Cancelled
2491,2491,48,2025-06-07,Delivered
2492,2492,46,2025-05-04,Cancelled
2493,2493,34,2025-01-07,Pending
2494,2494,17,2024-09-02,Cancelled
2495,2495,3,2025-05-12,Pending
2496,2496,4,2025-04-26,Delivered
2497,2497,20,2025-05-04,Cancelled
2498,2498,46,2024-11-05,Delivered
2499,2499,17,2024-09-27,Cancelled
2500,2500,30,2024-12-06,Cancelled
2501,2501,50,2024-09-14,Delivered
2502,2502,26,2024-11-05,Cancelled
2503,2503,15,2025-05-29,Delivered
2504,2504,41,2025-02-27,Delivered
2505,2505,7,2024-10-29,Delivered
2506,2506,16,2025-03-15,Delivered
2507,2507,49,2024-08-17,Pending
2508,2508,3,2024-08-24,Cancelled
2509,2509,26,2025-08-13,Pending
2510,2510,26,2025-04-22,Delivered
2511,2511,15,2025-06-03,Cancelled
2512,2512,25,2025-01-23,Cancelled
2513,2513,37,2025-01-26,Pending
2514,2514,24,2025-05-11,Pending
2515,2515,43,2025-03-16,Pending
2516,2516,34,2024-11-02,Delivered
2517,2517,43,2025-03-13,Pending
2518,2518,12,2024-11-25,Cancelled
2519,2519,46,2024-09-07,Cancelled
2520,2520,40,2025-05-11,Delivered
2521,2521,11,2024-12-30,Cancelled
2522,2522,42,2025-03-20,Pending
2523,2523,25,2025-06-21,Pending
2524,2524,42,2025-07-17,Delivered
2525,2525,37,2025-05-03,Delivered
2526,2526,22,2025-06-12,Delivered
2527,2527,18,2025-07-12,Cancelled
2528,2528,17,2025-03-09,Pending
2529,2529,41,2025-07-21,Cancelled
2530,2530,13,2024-08-21,Delivered
2531,2531,39,2025-04-23,Cancelled
2532,2532,22,2025-05-23,Pending
2533,2533,24,2024-09-08,Cancelled
2534,2534,16,2025-07-04,Delivered
2535,2535,42,2024-09-26,Cancelled
2536,2536,49,2025-05-30,Delivered
2537,2537,46,2024-10-28,Pending
2538,2538,8,2025-08-03,Cancelled
2539,2539,20,2024-09-20,Delivered
2540,2540,30,2024-11-03,Cancelled
2541,2541,1,2025-04-01,Delivered
2542,2542,50,2025-06-19,Pending
2543,2543,25,2025-01-09,Cancelled
2544,2544,42,2024-12-22,Cancelled
2545,2545,34,2025-02-24,Pending
2546,2546,16,2024-10-05,Cancelled
2547,2547,40,2025-01-18,Cancelled
2548,2548,47,2025-02-17,Pending
2549,2549,33,2024-12-24,Cancelled
2550,2550,50,2025-05-02,Cancelled
2551,2551,21,2025-06-08,Cancelled
2552,2552,10,2025-01-18,Pending
2553,2553,11,2024-12-06,Delivered
2554,2554,14,2024-11-21,Pending
2555,2555,7,2024-11-30,Delivered
2556,2556,41,2025-01-22,Pending
2557,2557,28,2025-03-02,Cancelled
2558,2558,30,2025-02-26,Delivered
2559,2559,33,2025-04-22,Cancelled
2560,2560,10,2024-12-19,Pending
2561,2561,45,2025-03-03,Cancelled
2562,2562,21,2025-06-01,Pending
2563,2563,39,2024-09-19,Cancelled
2564,2564,49,2025-07-17,Pending
2565,2565,9,2025-06-12,Pending
2566,2566,26,2025-06-24,Cancelled
2567,2567,39,2024-08-31,Pending
2568,2568,30,2025-07-23,Pending
2569,2569,25,2025-03-05,Cancelled
2570,2570,15,2024-10-28,Pending
2571,2571,39,2025-04-27,Pending
2572,2572,40,2025-03-09,Delivered
2573,2573,49,2025-03-22,Pending
2574,2574,36,2024-12-26,Pending
2575,2575,32,2024-10-28,Cancelled
2576,2576,3,2024-10-12,Delivered
2577,2577,14,2025-01-03,Delivered
2578,2578,12,2024-09-15,Pending
2579,2579,15,2024-12-25,Pending
2580,2580,7,2025-04-06,Pending
2581,2581,50,2025-05-28,Delivered
2582,2582,5,2024-08-28,Pending
2583,2583,28,2024-10-19,Pending
2584,2584,14,2025-05-13,Cancelled
2585,2585,28,2024-12-25,Delivered
2586,2586,43,2024-11-06,Cancelled
2587,2587,24,2024-08-14,Pending
2588,2588,13,2025-04-06,Delivered
2589,2589,1,2024-11-17,Pending
2590,2590,19,2025-03-31,Delivered
2591,2591,22,2025-02-06,Pending
2592,2592,7,2025-08-03,Cancelled
2593,2593,34,2025-06-24,Delivered
2594,2594,18,2024-10-30,Cancelled
2595,2595,30,2025-06-19,Cancelled
2596,2596,48,2025-03-16,Cancelled
2597,2597,25,2025-07-08,Delivered
2598,2598,42,2025-05-11,Delivered
2599,2599,33,2024-09-10,Pending
2600,2600,29,2024-12-15,Cancelled
2601,2601,2,2025-02-22,Pending
2602,2602,10,2024-11-14,Pending
2603,2603,7,2025-03-30,Cancelled
2604,2604,20,2025-02-15,Cancelled
2605,2605,11,2024-08-14,Cancelled
2606,2606,41,2025-01-26,Pending
2607,2607,20,2025-02-09,Delivered
2608,2608,7,2025-02-10,Pending
2609,2609,11,2025-03-16,Cancelled
2610,2610,44,2024-12-12,Pending
2611,2611,40,2025-07-10,Delivered
2612,2612,50,2025-03-09,Cancelled
2613,2613,4,2024-09-11,Pending
2614,2614,20,2025-07-05,Cancelled
2615,2615,49,2024-12-03,Delivered
2616,2616,31,2025-06-02,Cancelled
2617,2617,20,2025-03-25,Pending
2618,2618,28,2024-08-28,Cancelled
2619,2619,25,2025-01-15,Pending
2620,2620,8,2025-06-17,Cancelled
2621,2621,7,2025-01-17,Pending
2622,2622,36,2024-12-28,Cancelled
2623,2623,48,2025-04-05,Delivered
2624,2624,1,2024-12-17,Delivered
2625,2625,21,2025-01-15,Cancelled
2626,2626,43,2025-05-03,Cancelled
2627,2627,15,2025-02-27,Pending
2628,2628,5,2025-07-23,Cancelled
2629,2629,47,2025-06-07,Delivered
2630,2630,7,2025-04-20,Cancelled
2631,2631,4,2025-03-14,Pending
2632,2632,50,2024-11-23,Pending
2633,2633,28,2024-10-01,Cancelled
2634,2634,1,2025-04-25,Pending
2635,2635,21,2025-08-06,Pending
2636,2636,43,2024-11-01,Cancelled
2637,2637,10,2025-02-05,Cancelled
2638,2638,10,2024-11-20,Pending
2639,2639,33,2024-12-30,Delivered
2640,2640,9,2025-03-21,Pending
2641,2641,2,2025-04-02,Delivered
2642,2642,34,2024-10-31,Cancelled
2643,2643,48,2024-11-17,Cancelled
2644,2644,15,2025-02-16,Delivered
2645,2645,37,2025-02-13,Cancelled
2646,2646,15,2025-01-15,Delivered
2647,2647,26,2024-12-11,Delivered
2648,2648,28,2024-08-28,Pending
2649,2649,50,2025-07-23,Delivered
2650,2650,32,2025-01-21,Cancelled
2651,2651,34,2025-07-29,Cancelled
2652,2652,42,2024-10-22,Delivered
2653,2653,46,2024-11-28,Cancelled
2654,2654,33,2025-06-24,Pending
2655,2655,34,2024-12-21,Delivered
2656,2656,25,2025-04-02,Pending
2657,2657,39,2025-04-14,Delivered
2658,2658,27,2025-04-26,Cancelled
2659,2659,3,2025-01-30,Delivered
2660,2660,42,2024-09-15,Delivered
2661,2661,35,2025-08-11,Cancelled
2662,2662,38,2025-03-27,Pending
2663,2663,5,2024-09-26,Delivered
2664,2664,48,2024-11-21,Pending
2665,2665,30,2025-02-26,Pending
2666,2666,4,2025-01-26,Pending
2667,2667,39,2025-06-20,Pending
2668,2668,25,2025-06-28,Delivered
2669,2669,48,2024-10-05,Pending
2670,2670,1,2025-02-15,Pending
2671,2671,7,2025-04-16,Delivered
2672,2672,9,2024-11-26,Cancelled
2673,2673,34,2025-02-27,Pending
2674,2674,47,2024-11-06,Pending
2675,2675,30,2024-11-02,Cancelled
2676,2676,10,2025-01-11,Cancelled
2677,2677,44,2025-06-30,Pending
2678,2678,11,2024-11-25,Cancelled
2679,2679,39,2025-01-25,Cancelled
2680,2680,35,2025-02-07,Cancelled
2681,2681,17,2025-08-14,Pending
2682,2682,25,2025-08-03,Delivered
2683,2683,14,2025-07-29,Delivered
2684,2684,15,2024-08-26,Delivered
2685,2685,49,2025-03-08,Cancelled
2686,2686,5,2025-07-08,Pending
2687,2687,41,2025-04-28,Pending
2688,2688,14,2024-09-27,Cancelled
2689,2689,50,2025-08-07,Delivered
2690,2690,4,2024-08-20,Cancelled
2691,2691,20,2024-12-24,Pending
2692,2692,15,2025-06-17,Delivered
2693,2693,2,2025-07-06,Delivered
2694,2694,32,2025-02-05,Delivered
2695,2695,25,2025-03-10,Delivered
2696,2696,18,2025-02-28,Pending
2697,2697,45,2024-09-01,Delivered
2698,2698,18,2024-09-29,Pending
2699,2699,26,2025-06-17,Cancelled
2700,2700,15,2024-09-11,Pending
2701,2701,21,2024-11-19,Cancelled
2702,2702,27,2024-10-14,Pending
2703,2703,29,2025-08-05,Pending
2704,2704,10,2025-02-26,Cancelled
2705,2705,32,2025-01-11,Pending
2706,2706,32,2025-01-05,Cancelled
2707,2707,1,2025-07-26,Cancelled
2708,2708,45,2024-10-10,Delivered
2709,2709,16,2024-10-13,Delivered
2710,2710,42,2025-02-11,Delivered
2711,2711,43,2024-11-10,Cancelled
2712,2712,33,2024-11-11,Delivered
2713,2713,13,2025-07-11,Delivered
2714,2714,43,2024-10-24,Cancelled
2715,2715,38,2025-03-17,Pending
2716,2716,25,2025-08-06,Delivered
2717,2717,49,2025-04-24,Cancelled
2718,2718,26,2025-01-15,Cancelled
2719,2719,28,2025-07-28,Cancelled
2720,2720,3,2024-08-14,Pending
2721,2721,7,2025-07-15,Cancelled
2722,2722,28,2024-09-21,Delivered
2723,2723,21,2025-04-13,Cancelled
2724,2724,40,2024-09-07,Cancelled
2725,2725,19,2025-04-16,Delivered
2726,2726,10,2024-09-16,Pending
2727,2727,19,2025-04-08,Pending
2728,2728,16,2024-09-04,Cancelled
2729,2729,2,2025-04-25,Cancelled
2730,2730,33,2024-10-05,Cancelled
2731,2731,3,2025-03-18,Delivered
2732,2732,32,2025-02-12,Cancelled
2733,2733,26,2025-08-02,Cancelled
2734,2734,22,2025-06-05,Delivered
2735,2735,7,2025-05-17,Pending
2736,2736,21,2025-05-27,Cancelled
2737,2737,50,2025-03-16,Delivered
2738,2738,7,2025-01-30,Cancelled
2739,2739,45,2025-02-19,Pending
2740,2740,20,2024-11-21,Pending
2741,2741,5,2025-01-22,Delivered
2742,2742,16,2024-09-11,Pending
2743,2743,9,2025-01-09,Cancelled
2744,2744,28,2025-01-07,Cancelled
2745,2745,38,2024-08-21,Cancelled
2746,2746,43,2025-01-05,Delivered
2747,2747,8,2025-05-24,Delivered
2748,2748,49,2024-09-18,Pending
2749,2749,9,2024-11-15,Cancelled
2750,2750,3,2024-09-25,Pending
2751,2751,36,2024-12-06,Pending
2752,2752,50,2025-02-25,Pending
2753,2753,33,2024-08-21,Delivered
2754,2754,32,2025-03-04,Delivered
2755,2755,8,2025-08-05,Cancelled
2756,2756,47,2024-08-26,Cancelled
2757,2757,34,2025-02-15,Cancelled
2758,2758,40,2025-07-26,Pending
2759,2759,1,2025-03-24,Delivered
2760,2760,21,2025-02-25,Delivered
2761,2761,34,2025-07-19,Cancelled
2762,2762,38,2024-12-27,Delivered
2763,2763,7,2025-04-17,Delivered
2764,2764,21,2025-01-04,Pending
2765,2765,14,2025-05-20,Pending
2766,2766,47,2024-12-18,Pending
2767,2767,20,2024-08-30,Cancelled
2768,2768,27,2025-02-22,Pending
2769,2769,15,2024-08-30,Pending
2770,2770,33,2024-09-23,Delivered
2771,2771,50,2024-11-01,Pending
2772,2772,40,2025-01-15,Delivered
2773,2773,15,2025-07-10,Pending
2774,2774,16,2025-07-20,Pending
2775,2775,5,2024-12-05,Delivered
2776,2776,35,2025-07-06,Pending
2777,2777,7,2025-02-14,Pending
2778,2778,34,2025-07-11,Delivered
2779,2779,31,2025-06-03,Delivered
2780,2780,1,2025-05-20,Delivered
2781,2781,21,2025-02-01,Cancelled
2782,2782,21,2025-03-03,Pending
2783,2783,5,2025-02-15,Pending
2784,2784,13,2025-01-06,Pending
2785,2785,3,2024-12-28,Pending
2786,2786,10,2024-12-25,Pending
2787,2787,44,2025-04-18,Delivered
2788,2788,37,2025-04-11,Delivered
2789,2789,21,2025-07-12,Cancelled
2790,2790,45,2025-08-10,Delivered
2791,2791,35,2025-03-15,Pending
2792,2792,12,2025-01-30,Delivered
2793,2793,13,2025-07-03,Delivered
2794,2794,31,2024-11-10,Delivered
2795,2795,32,2025-05-28,Pending
2796,2796,29,2024-11-28,Pending
2797,2797,47,2024-09-02,Pending
2798,2798,37,2024-11-17,Delivered
2799,2799,48,2025-06-28,Delivered
2800,2800,2,2024-10-07,Cancelled
2801,2801,2,2025-04-13,Cancelled
2802,2802,13,2024-09-16,Delivered
2803,2803,35,2025-02-08,Cancelled
2804,2804,11,2025-02-18,Cancelled
2805,2805,34,2025-04-15,Pending
2806,2806,37,2025-05-22,Cancelled
2807,2807,47,2025-08-09,Delivered
2808,2808,34,2025-03-13,Pending
2809,2809,43,2025-03-12,Delivered
2810,2810,19,2024-10-28,Pending
2811,2811,13,2025-03-19,Delivered
2812,2812,22,2024-11-11,Pending
2813,2813,34,2025-04-09,Pending
2814,2814,2,2024-10-01,Cancelled
2815,2815,47,2025-04-20,Pending
2816,2816,32,2025-03-28,Cancelled
2817,2817,15,2024-12-21,Delivered
2818,2818,50,2024-09-04,Delivered
2819,2819,12,2025-05-24,Pending
2820,2820,29,2024-09-22,Delivered
2821,2821,27,2024-12-01,Delivered
2822,2822,50,2025-07-16,Cancelled
2823,2823,29,2024-10-16,Cancelled
2824,2824,30,2024-10-28,Cancelled
2825,2825,22,2025-01-12,Delivered
2826,2826,17,2024-10-17,Delivered
2827,2827,2,2024-10-30,Delivered
2828,2828,2,2025-04-11,Pending
2829,2829,27,2025-03-06,Pending
2830,2830,26,2025-06-30,Delivered
2831,2831,39,2025-07-11,Pending
2832,2832,17,2024-09-21,Delivered
2833,2833,29,2025-02-11,Pending
2834,2834,38,2025-08-11,Delivered
2835,2835,44,2024-08-21,Pending
2836,2836,44,2025-04-14,Cancelled
2837,2837,42,2024-12-06,Cancelled
